id,title,genre,budget,revenue,production_companies,united_states,english,title_change,popularity,vote_average,vote_count,month,year,runtime,successful
2934,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,500000,0,1,Yes,Yes,No,0.425195,7.1,17,10,2012,88,0
2935,Child 44,Thriller,50000000,3324330,3,Yes,Yes,No,40.371098,6.1,547,3,2015,137,0
2936,Kevin Hart: Let Me Explain,Comedy,0,32230907,1,Yes,Yes,No,9.799357,7.1,95,7,2013,74,1
2937,Night at the Museum: Secret of the Tomb,Comedy,127000000,349424282,5,Yes,Yes,No,115.597753,6.1,1851,12,2014,97,1
2938,Carousel of Revenge,Thriller,0,0,2,Yes,Yes,Yes,0.006069,0,0,7,2007,103,0
2939,On The Downlow,Drama,0,0,1,Yes,No,No,0.029757,6,2,4,2004,90,0
2940,Green Street Hooligans: Underground,Action,0,0,1,Yes,Yes,No,5.0005,5.4,33,1,2013,90,0
2941,Emma,Drama,0,0,0,No,Yes,No,2.135689,7.6,38,10,2009,240,0
2942,Think Like a Man Too,Comedy,24000000,70181428,1,Yes,Yes,No,15.237142,6.4,225,6,2014,105,1
2943,Hercules,Action,100000000,243400000,4,Yes,Yes,No,76.842247,5.6,1680,7,2014,99,1
2944,Hands of Stone,Drama,20000000,0,4,Yes,Yes,No,7.444189,6.1,109,8,2016,105,0
2945,A Haunted House 2,Comedy,0,0,2,Yes,Yes,No,18.428909,5.4,346,4,2014,87,0
2946,Deliver Us from Evil,Thriller,30000000,0,3,Yes,Yes,No,29.359201,5.9,690,7,2014,118,0
2947,Cinco de Mayo: La Batalla,Drama,10000000,0,3,No,No,No,0.072085,5.8,14,5,2013,125,0
2948,Yeh Jawaani Hai Deewani,Romance,7700000,46000000,1,No,No,No,3.353176,7.2,79,5,2013,159,1
2949,Manito,Drama,0,0,0,Yes,Yes,No,0.039264,5.5,2,1,2002,78,0
2950,Zulu,Drama,16000000,0,7,No,Yes,No,14.529496,6.7,172,12,2013,110,0
2951,Heli,Drama,1000000,0,17,No,No,No,3.629777,6.2,32,8,2013,105,0
2952,22 Jump Street,Action,50000000,188441614,8,Yes,Yes,No,52.380982,7,3319,6,2014,112,1
2953,A Million Ways to Die in the West,Comedy,0,0,4,Yes,Yes,No,32.808675,5.8,1468,5,2014,116,0
2954,Blue Ruin,Thriller,0,258384,4,Yes,Yes,No,25.349758,6.9,462,4,2014,90,1
2955,The Legend of Hercules,Action,70000000,61279452,1,Yes,Yes,No,25.020428,4.4,533,1,2014,99,0
2956,The Ghastly Love of Johnny X,Comedy,0,0,0,No,Yes,No,0.209475,6.6,8,4,2013,106,0
2957,Star Trek Beyond,Action,185000000,343471816,7,Yes,Yes,No,65.352913,6.6,2568,7,2016,122,0
2958,Love in the Time of Monsters,Comedy,0,0,2,Yes,No,No,0.133619,5,2,3,2014,0,0
2959,The Last Days on Mars,Thriller,0,0,5,No,Yes,No,18.764453,5.2,302,8,2013,98,0
2960,American Sniper,Action,58800000,542307423,6,Yes,Yes,No,87.53437,7.4,4469,12,2014,133,1
2961,Blood Ties,Drama,25500000,2415472,16,Yes,Yes,No,12.756344,6,171,8,2013,128,0
2962,The Lunchbox,Drama,1000000,4235151,1,No,Yes,Yes,14.017809,7.3,221,9,2013,104,1
2963,3 Days to Kill,Action,28000000,52597999,6,Yes,Yes,No,41.638961,6,883,2,2014,113,0
2964,Palo Alto,Drama,0,0,1,Yes,Yes,No,16.570708,6.4,348,5,2014,100,0
2965,Dom Hemingway,Drama,0,523511,4,No,Yes,No,10.416332,5.8,212,11,2013,93,1
2966,Mandela: Long Walk to Freedom,Drama,35000000,27330000,5,No,Yes,No,15.50957,6.5,224,12,2013,141,0
2967,No Escape,Action,5000000,54418872,3,Yes,Yes,No,38.006982,6.7,777,8,2015,103,1
2968,Open Road,Action,3000000,0,3,Yes,Yes,No,2.680629,5.2,18,4,2013,85,0
2969,Space Pirate Captain Harlock,Animation,30000000,17137302,1,No,No,Yes,14.726338,6.5,356,9,2013,115,0
2970,Hayride,Thriller,60000,0,0,Yes,Yes,No,0.412342,5.1,6,10,2012,93,0
2971,The Other Woman,Comedy,40000000,196781193,2,Yes,Yes,No,34.519636,6.2,1437,4,2014,109,1
2972,Metallica: Through the Never,Other,18000000,7972967,2,Yes,Yes,No,7.871686,6.7,83,9,2013,93,0
2973,R100,Drama,5500000,0,2,No,No,No,3.21392,5.4,31,10,2013,100,0
2974,Lone Survivor,Action,40000000,149295601,11,Yes,Yes,No,37.084384,7.4,1526,12,2013,121,1
2975,Let's Be Cops,Comedy,17000000,136621271,3,Yes,Yes,No,70.668923,6.4,1219,8,2014,104,1
2976,Short Cut to Nirvana: Kumbh Mela,Other,0,0,0,No,No,No,0.004998,0,0,5,2004,85,0
2977,Birdman,Drama,18000000,103215094,5,Yes,Yes,No,89.811154,7.4,4535,8,2014,119,1
2978,Neighbors,Comedy,18000000,268157400,3,Yes,Yes,No,36.471231,6.2,2713,5,2014,96,1
2979,Annie,Drama,65000000,133821816,5,Yes,Yes,No,33.439187,6,466,12,2014,119,1
2980,Coffee Town,Comedy,0,0,0,Yes,Yes,No,2.253589,6.7,45,7,2013,87,0
2981,Chappie,Action,49000000,104399548,8,Yes,Yes,No,116.700319,6.6,3062,3,2015,120,1
2982,Million Dollar Arm,Drama,25000000,38307627,1,Yes,Yes,No,17.312433,6.6,259,5,2014,124,0
2983,Begin Again,Drama,8000000,63464861,4,Yes,Yes,No,35.735689,7.3,1254,9,2013,104,1
2984,Mutual Friends,Other,0,0,0,No,Yes,No,0.136721,0,0,4,2014,0,0
2985,The Maze Runner,Action,34000000,348319861,6,Yes,Yes,No,131.815575,7,5371,9,2014,113,1
2986,The Frozen Ground,Thriller,27220000,5496951,9,Yes,Yes,No,28.060472,6.1,465,7,2013,105,0
2987,Atlas Shrugged Part III: Who is John Galt?,Drama,5000000,846704,1,Yes,Yes,No,1.731035,3.9,15,9,2014,99,0
2988,Draft Day,Drama,25000000,28831145,2,Yes,Yes,No,14.17009,6.5,304,4,2014,109,0
2989,Blackhat,Drama,70000000,17752940,3,Yes,Yes,No,46.832372,5.1,826,1,2015,133,0
2990,Antarctica: A Year on Ice,Drama,1000000,0,1,No,Yes,No,1.883947,7.2,29,9,2013,92,0
2991,Thunder and the House of Magic,Animation,34000000,0,4,Yes,Yes,Yes,12.867326,6.3,121,12,2013,85,0
2992,The Vatican Exorcisms,Horror,0,0,0,No,Yes,No,0.447166,4.4,11,5,2013,0,0
2993,The Man from U.N.C.L.E.,Action,75000000,108145109,4,Yes,Yes,No,48.744209,7.1,2265,8,2015,116,0
2994,The Book Thief,Drama,0,76586316,3,Yes,Yes,No,57.84156,7.4,1486,11,2013,131,1
2995,Homefront,Action,22000000,43058898,2,Yes,Yes,No,35.737655,6.4,875,11,2013,100,0
2996,Before I Go to Sleep,Thriller,22000000,15447154,6,No,Yes,No,48.784734,6.2,659,9,2014,92,0
2997,Independence Daysaster,Action,1800000,0,1,No,Yes,No,1.959405,4.2,22,6,2013,86,0
2998,Philomena,Drama,12000000,100129872,6,No,Yes,No,29.019504,7.4,579,11,2013,98,1
2999,Sharknado,Horror,1000000,0,3,Yes,Yes,No,20.466433,3.8,476,7,2013,86,0
3000,Gods of Egypt,Fantasy,140000000,150680864,5,Yes,Yes,No,56.257249,5.3,1277,2,2016,127,0
3001,The Judge,Drama,50000000,83719388,4,Yes,Yes,No,42.472324,7.2,1417,10,2014,141,0
3002,Our Kind of Traitor,Thriller,0,9930095,6,No,Yes,No,10.547959,6,160,5,2016,108,1
3003,The Imitation Game,Drama,14000000,233555708,2,No,Yes,No,145.364591,8,5723,11,2014,113,1
3004,In the Heart of the Sea,Action,100000000,93820758,8,Yes,Yes,No,50.767332,6.5,1276,11,2015,122,0
3005,The Sisterhood of Night,Drama,0,0,0,No,Yes,No,2.868942,6.5,31,4,2015,104,0
3006,Zombie Hunter,Action,0,0,2,Yes,Yes,No,3.418372,3.5,34,7,2013,93,0
3007,Grace Unplugged,Drama,0,0,2,Yes,Yes,No,2.160586,6,24,10,2013,102,0
3008,The Last Five Years,Drama,0,0,4,Yes,Yes,No,5.563068,5.5,143,11,2014,94,0
3009,Lisa Picard Is Famous,Other,0,0,0,No,No,No,0.690089,4,1,5,2000,90,0
3010,Trash,Drama,0,0,3,No,Yes,No,14.637357,7.1,242,10,2014,112,0
3011,Spectre,Action,245000000,880674609,3,Yes,Yes,No,107.376788,6.3,4466,10,2015,148,1
3012,Banshee Chapter,Thriller,950000,0,3,Yes,Yes,No,7.310879,5.7,92,8,2013,87,0
3013,Bad Grandpa,Comedy,15000000,151831537,3,Yes,Yes,Yes,27.165222,6,680,10,2013,92,1
3014,Forbidden Kingdom,Thriller,26000000,0,2,No,Yes,Yes,7.182761,4.9,71,1,2014,127,0
3015,Plastic,Action,10,0,1,No,Yes,No,9.70276,6.1,86,4,2014,102,0
3016,Batman v Superman: Dawn of Justice,Action,250000000,873260194,6,Yes,Yes,No,155.790452,5.7,7004,3,2016,151,1
3017,Enough Said,Drama,0,25288872,1,Yes,Yes,No,14.969093,6.6,348,9,2013,93,1
3018,Ida,Drama,2159280,10700000,9,No,No,No,13.265432,7.1,260,10,2013,80,1
3019,Bad Words,Comedy,9500000,7800000,2,Yes,Yes,No,14.105392,6.4,334,9,2013,88,0
3020,Jersey Boys,Drama,40000000,67347013,1,Yes,Yes,No,14.199933,6.8,255,6,2014,134,0
3021,Gone Girl,Drama,61000000,369330363,6,Yes,Yes,No,143.041543,7.9,5862,10,2014,145,1
3022,Mortdecai,Comedy,60000000,30418560,4,Yes,Yes,No,52.417529,5.4,1055,1,2015,106,0
3023,Faith Connections,Drama,550000,0,1,No,No,No,0.48088,4.2,3,11,2013,115,0
3024,Vessel,Horror,0,0,1,Yes,Yes,No,0.322553,5.9,8,10,2012,14,0
3025,Minions,Animation,74000000,1156730962,2,Yes,Yes,No,875.581305,6.4,4571,6,2015,91,1
3026,Instructions Not Included,Drama,5500000,99067206,4,No,Yes,Yes,9.59729,7.5,205,7,2013,115,1
3027,Ted 2,Comedy,68000000,217022588,5,Yes,Yes,No,68.734513,6.2,2463,6,2015,115,1
3028,Grace of Monaco,Drama,30000000,0,10,Yes,Yes,No,10.958697,5.8,195,5,2014,103,0
3029,Plush,Thriller,0,0,3,Yes,Yes,No,5.099368,5.4,40,9,2013,98,0
3030,1982,Drama,1000000,0,0,Yes,Yes,No,0.175885,5,1,12,2013,90,0
3031,The Amazing Catfish,Drama,1300000,0,1,No,No,Yes,1.473405,5.7,17,8,2013,87,0
3032,Fifty Shades of Grey,Drama,40000000,571006128,3,Yes,Yes,No,98.755657,5.2,3254,2,2015,125,1
3033,Into the Storm,Action,50000000,160602194,4,Yes,Yes,No,20.566554,5.8,817,8,2014,89,1
3034,Of Horses and Men,Drama,10,11,2,No,Yes,Yes,1.617943,6.9,26,8,2013,85,0
3035,Left Behind,Action,16000000,19682924,1,Yes,Yes,No,33.452469,3.7,392,10,2014,110,0
3036,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Comedy,28000000,100654149,3,Yes,Yes,No,22.14595,6.1,493,10,2014,81,1
3037,My Lucky Star,Comedy,0,0,1,No,No,Yes,1.86453,4.3,8,9,2013,114,0
3038,Her Cry: La Llorona Investigation,Horror,0,0,0,No,No,No,0.056459,0,0,4,2013,89,0
3039,A True Story,Comedy,0,0,1,No,No,No,0.970351,6.8,2,9,2013,96,0
3040,Rosewater,Drama,0,0,3,Yes,Yes,No,5.75555,6.5,98,11,2014,103,0
3041,About Last Night,Comedy,12500000,49002684,3,Yes,Yes,No,11.828068,6,210,2,2014,100,1
3042,The Fault in Our Stars,Drama,12000000,307166834,3,Yes,Yes,No,74.358971,7.6,3759,5,2014,125,1
3043,Aloha,Drama,37000000,26250020,2,Yes,Yes,No,29.652536,5.2,692,5,2015,105,0
3044,Slow West,Thriller,0,229094,5,No,Yes,No,14.936661,6.6,367,4,2015,84,1
3045,Sausage Party,Animation,19000000,140752617,6,Yes,Yes,No,66.242737,5.6,2238,7,2016,83,1
3046,Into the Woods,Comedy,50000000,212902372,3,Yes,Yes,No,65.90161,5.6,1652,12,2014,125,1
3047,The Geographer Drank His Globe Away,Drama,0,4037782,1,No,No,Yes,1.876621,7.3,23,7,2013,120,1
3048,That Awkward Moment,Comedy,8000000,26049082,1,Yes,Yes,No,37.821106,6.1,1004,1,2014,94,1
3049,Non-Stop,Action,50000000,222809600,7,Yes,Yes,No,83.295796,6.8,2268,1,2014,106,1
3050,Sex Tape,Comedy,40000000,126069509,4,Yes,Yes,No,72.641296,5.3,1695,7,2014,97,1
3051,The Christmas Candle,Drama,0,0,4,Yes,Yes,No,1.799504,5.8,8,11,2013,100,0
3052,Backmask,Thriller,0,0,4,Yes,Yes,No,3.619167,4.7,79,1,2015,91,0
3053,Tammy,Comedy,20000000,100525432,2,Yes,Yes,No,21.657563,5,500,7,2014,97,1
3054,Endless Love,Drama,20000000,34077920,3,Yes,Yes,No,27.256849,6.7,542,2,2014,103,0
3055,The Giver,Drama,25000000,66980456,4,Yes,Yes,No,53.811461,6.4,1798,8,2014,94,1
3056,Horrible Bosses 2,Comedy,42000000,107670357,3,Yes,Yes,No,82.185281,6.1,1536,11,2014,108,1
3057,Unbroken,Drama,65000000,163442937,3,Yes,Yes,No,43.055253,7.3,1400,12,2014,137,1
3058,Paranormal Activity: The Marked Ones,Thriller,5000000,86362372,3,Yes,Yes,No,19.984477,5.2,449,1,2014,84,1
3059,The Adventurer: The Curse of the Midas Box,Fantasy,25000000,6399,12,No,Yes,No,8.842722,5.1,73,12,2013,99,0
3060,Project Almanac,Thriller,12000000,32248241,4,Yes,Yes,No,32.940597,6.4,933,1,2015,106,1
3061,Dolphin Tale 2,Drama,36000000,52424533,4,Yes,Yes,No,6.967857,6.7,96,9,2014,107,0
3062,The Nut Job,Animation,0,0,4,No,Yes,No,18.568021,5.5,319,1,2014,85,0
3063,The Peanuts Movie,Animation,99000000,246233113,2,Yes,Yes,No,34.308098,6.5,604,11,2015,88,1
3064,Futuro Beach,Drama,0,0,4,No,No,Yes,2.611364,6.4,31,5,2014,106,0
3065,Victor Frankenstein,Drama,40000000,34227298,4,Yes,Yes,No,24.821138,5.6,685,11,2015,109,0
3066,Fury,Action,68000000,211817906,6,Yes,Yes,No,139.575085,7.4,3946,10,2014,135,1
3067,Home,Animation,135000000,368871007,2,Yes,Yes,No,63.473086,6.8,1519,3,2015,94,1
3068,The SpongeBob Movie: Sponge Out of Water,Animation,74000000,311594032,6,Yes,Yes,No,36.952268,5.8,719,2,2015,93,1
3069,The Hundred-Foot Journey,Drama,22000000,88880821,7,Yes,Yes,No,27.898438,7.3,508,8,2014,122,1
3070,"McFarland, USA",Drama,0,45710059,2,Yes,Yes,No,14.023082,7.4,213,2,2015,128,1
3071,The Longest Ride,Drama,34000000,63013281,2,Yes,Yes,No,41.946523,7.3,1064,4,2015,128,0
3072,The Book of Life,Animation,50000000,97437106,4,Yes,Yes,No,34.890999,7.3,755,10,2014,95,0
3073,Raymond Did It,Horror,0,0,0,No,Yes,No,0.160779,3.2,8,3,2011,83,0
3074,The Interview,Action,44000000,12342632,2,Yes,Yes,No,74.168016,6.1,2304,12,2014,112,0
3075,Wild,Drama,15000000,52501541,3,Yes,Yes,No,42.952942,7,951,12,2014,115,1
3076,Miss Julie,Drama,5500000,5000000,1,No,Yes,No,5.033065,5.9,45,9,2014,120,0
3077,Wish I Was Here,Drama,5500000,5483299,3,Yes,Yes,No,15.015271,6.4,300,1,2014,120,0
3078,"Signed, Sealed, Delivered",Drama,0,0,2,Yes,Yes,No,1.444476,7,6,10,2013,120,0
3079,Blended,Comedy,40000000,123494610,4,Yes,Yes,No,44.120328,6.6,1006,5,2014,117,1
3080,When the Game Stands Tall,Drama,15000000,30127963,2,Yes,Yes,No,7.297757,6.3,130,8,2014,115,1
3081,Demonic,Thriller,3000000,3387000,4,Yes,Yes,No,12.564554,4.9,148,2,2015,83,0
3082,Son of God,Drama,22000000,67800064,2,Yes,Yes,No,9.175762,5.9,83,2,2014,138,1
3083,Addicted,Drama,0,0,2,Yes,Yes,No,7.544515,5.4,63,10,2014,105,0
3084,Heaven is for Real,Drama,12000000,101332962,3,Yes,Yes,No,11.150261,6,229,4,2014,99,1
3085,Earth to Echo,Adventure,13000000,45300000,2,Yes,Yes,No,17.371327,5.7,290,6,2014,89,1
3086,Self/less,Thriller,26000000,30523226,2,Yes,Yes,No,66.097437,6.3,1091,7,2015,116,0
3087,The Purge: Anarchy,Thriller,9000000,108782847,5,Yes,Yes,No,82.975841,6.6,1954,7,2014,104,1
3088,St. Vincent,Comedy,13000000,54837234,4,Yes,Yes,No,43.791745,7.1,763,10,2014,102,1
3089,Get on Up,Drama,0,31911598,3,Yes,Yes,No,13.064264,6.4,158,8,2014,139,1
3090,The Best of Me,Drama,26000000,35926213,1,Yes,Yes,No,33.93914,7.2,765,10,2014,117,0
3091,Unfinished Business,Comedy,35000000,14431253,4,Yes,Yes,No,16.832312,5,320,3,2015,91,0
3092,This Is Where I Leave You,Drama,19800000,41296320,3,Yes,Yes,No,20.311684,6.5,505,9,2014,103,1
3093,Dwegons,Animation,0,0,0,Yes,Yes,No,0.485405,0.5,1,1,2014,98,0
3094,Lucy,Action,40000000,126546825,5,Yes,Yes,No,115.241998,6.3,5878,7,2014,89,1
3095,A Most Violent Year,Drama,20000000,12007070,7,Yes,Yes,No,37.629309,6.5,546,12,2014,125,0
3096,The Boy Next Door,Thriller,4000000,52425855,4,Yes,Yes,No,24.161735,4.1,1022,1,2015,91,1
3097,The Prince,Action,18000000,266586800,4,Yes,Yes,No,21.638673,4.6,218,8,2014,93,1
3098,Regression,Thriller,0,17671101,6,No,Yes,No,27.215666,5.3,585,10,2015,106,1
3099,Alice Through the Looking Glass,Fantasy,170000000,299370084,5,Yes,Yes,No,56.268916,6.5,1725,5,2016,113,0
3100,Run All Night,Action,50000000,71561644,3,Yes,Yes,No,74.64653,6.3,1148,3,2015,114,0
3101,Lords of London,Thriller,3440000,0,0,No,Yes,No,1.913302,3.6,6,1,2014,90,0
3102,Beyond the Lights,Drama,7000000,14618727,5,Yes,Yes,No,8.079046,7,139,9,2014,116,1
3103,Hits,Drama,1000000,0,2,Yes,Yes,No,3.638411,4.9,23,1,2014,96,0
3104,The Signal,Thriller,4000000,600896,3,Yes,Yes,No,27.662696,5.8,631,3,2014,95,0
3105,Red Sky,Action,25000000,0,4,Yes,Yes,No,3.344158,4.1,26,3,2014,100,0
3106,Ouija,Horror,5000000,103590271,9,Yes,Yes,No,56.30466,4.9,983,10,2014,89,1
3107,"Guten Tag, Ramón",Drama,4000000,0,4,No,No,No,1.771584,8.1,18,10,2013,119,0
3108,Nightcrawler,Drama,8500000,38697217,2,Yes,Yes,No,89.095538,7.6,3395,10,2014,117,1
3109,Hot Tub Time Machine 2,Comedy,14000000,12314651,3,Yes,Yes,No,16.618874,5,354,2,2015,93,0
3110,The Lazarus Effect,Thriller,3300000,64110728,3,Yes,Yes,No,20.304235,5.1,505,1,2015,83,1
3111,Firestorm,Action,0,0,3,No,No,Yes,3.376967,5.9,43,12,2013,110,0
3112,I Origins,Drama,0,336472,3,Yes,Yes,No,37.555398,7.5,1063,7,2014,106,1
3113,Into the Grizzly Maze,Action,10000000,0,3,Yes,Yes,No,10.073144,5.1,74,2,2015,94,0
3114,Out of Inferno,Action,0,0,2,No,No,Yes,1.583918,5.8,11,3,2013,107,0
3115,Rudderless,Drama,5000000,0,3,Yes,Yes,No,10.619574,7.4,105,10,2014,105,0
3116,Happy Christmas,Drama,0,0,1,Yes,Yes,No,7.052422,5.2,58,6,2014,82,0
3117,The Skeleton Twins,Drama,0,5284309,2,Yes,Yes,No,15.699363,6.7,292,1,2014,90,1
3118,The Sleepwalker,Drama,0,0,2,Yes,Yes,No,0.926084,4.1,7,1,2014,92,0
3119,Song One,Drama,6000000,32251,1,Yes,Yes,No,6.349218,5.5,87,1,2014,86,0
3120,Whiplash,Drama,3300000,13092000,3,Yes,Yes,No,192.528841,8.3,4254,10,2014,105,1
3121,Mr. Turner,Drama,0,5405500,7,No,Yes,No,9.242554,6.3,204,10,2014,150,1
3122,Midnight Special,Drama,18000000,6212282,3,Yes,Yes,No,32.717853,6.2,694,2,2016,112,0
3123,Strangerland,Drama,10000000,17472,1,No,Yes,No,5.145655,5.1,83,7,2015,111,0
3124,Kill the Messenger,Drama,5000000,2450846,2,Yes,Yes,No,21.343093,6.6,355,10,2014,112,0
3125,Tusk,Comedy,2800000,1826705,4,Yes,Yes,No,15.754614,5.1,366,9,2014,102,0
3126,Against the Wild,Adventure,1493619,0,1,No,Yes,No,2.492747,4.9,19,12,2013,90,0
3127,X-Men: Apocalypse,Other,178000000,543934787,6,Yes,Yes,No,139.272042,6.4,4721,5,2016,144,1
3128,A Fine Step,Drama,0,0,0,No,Yes,No,0.65434,4.1,7,4,2014,90,0
3129,Obvious Child,Comedy,0,3123963,4,Yes,Yes,No,10.12895,6.7,187,6,2014,83,1
3130,If I Stay,Drama,11000000,78874843,2,Yes,Yes,No,31.162838,7.3,1368,8,2014,106,1
3131,American Heist,Action,10000000,0,3,No,Yes,No,11.431434,4.3,158,9,2014,94,0
3132,The Diary of a Teenage Girl,Drama,2000000,1477002,3,Yes,Yes,No,18.224326,6.8,279,8,2015,98,0
3133,Locker 13,Drama,0,0,0,Yes,Yes,No,1.905197,6.8,3,3,2014,90,0
3134,Barbecue,Comedy,6000000,14348529,4,No,No,No,5.119593,5.8,214,4,2014,98,1
3135,Annabelle,Horror,6500000,255273813,4,Yes,Yes,No,60.225219,5.6,1517,10,2014,99,1
3136,The Image Revolution,Documentary,50000,0,2,Yes,Yes,No,0.54562,5.7,3,11,2013,81,0
3137,Aloft,Drama,8000000,53086,3,Yes,Yes,No,6.500835,5.1,41,2,2014,112,0
3138,A LEGO Brickumentary,Documentary,650000,0,2,Yes,Yes,No,1.631274,6.4,55,7,2015,93,0
3139,The Perfect Wave,Drama,0,0,1,No,Yes,No,4.118612,4.4,21,2,2014,113,0
3140,In the Name of the King III,Action,3500000,0,0,No,Yes,No,4.304341,3.3,19,12,2013,85,0
3141,While We're Young,Drama,10000000,7587485,2,Yes,Yes,No,19.263477,5.8,383,4,2015,97,0
3142,Moms' Night Out,Comedy,5000000,10429707,5,Yes,Yes,No,10.274542,5.5,121,3,2014,98,1
3143,And So It Goes,Drama,18000000,25312387,3,Yes,Yes,No,9.633711,5.7,164,7,2014,94,0
3144,Animals,Drama,0,0,0,Yes,Yes,No,1.5846,6.2,9,5,2014,90,0
3145,Born to Fly: Elizabeth Streb vs. Gravity,Documentary,0,0,0,Yes,Yes,No,0.069244,5,1,3,2014,82,0
3146,Butterfly Girl,Documentary,0,0,0,Yes,Yes,No,0.015189,0,0,3,2014,77,0
3147,Housebound,Comedy,0,0,1,No,Yes,No,10.322858,6.5,358,9,2014,109,0
3148,Black or White,Drama,9000000,21571189,1,Yes,Yes,No,12.172131,6.5,115,9,2014,121,1
3149,Everest,Drama,55000000,203427584,6,Yes,Yes,No,60.246978,6.7,1772,9,2015,121,1
3150,The Assassin,Action,15000000,632542,6,No,No,Yes,8.142166,6.6,157,8,2015,105,0
3151,Good Kill,Action,0,316472,3,Yes,Yes,No,10.924273,5.9,208,4,2015,104,1
3152,The Face of an Angel,Drama,0,0,6,No,Yes,No,7.336256,4.7,64,9,2014,100,0
3153,San Andreas,Action,110000000,470490832,4,Yes,Yes,No,100.412364,6,2968,5,2015,114,1
3154,Pitch Perfect 2,Comedy,29000000,287506194,3,Yes,Yes,No,71.496894,6.8,1940,5,2015,115,1
3155,Stung,Comedy,2500000,0,2,Yes,Yes,No,4.270489,4.9,63,7,2015,87,0
3156,Brick Mansions,Action,28000000,68896829,4,No,Yes,No,25.520976,5.7,615,4,2014,90,1
3157,The November Man,Action,15000000,32556119,3,Yes,Yes,No,45.317278,6,639,8,2014,108,1
3158,Dry Spell,Comedy,22000,0,0,Yes,Yes,No,0.048948,6,1,2,2013,90,0
3159,Escobar: Paradise Lost,Thriller,17000000,3758328,6,No,Yes,No,25.112567,6.1,271,10,2014,120,0
3160,Baahubali: The Beginning,Action,40000000,100000000,1,No,No,No,16.254032,7.5,135,7,2015,159,1
3161,Drive Hard,Action,12000000,0,2,No,Yes,No,3.94487,3.9,74,5,2014,96,0
3162,"As Above, So Below",Thriller,5000000,40100000,3,Yes,Yes,No,26.510558,6.1,766,8,2014,93,1
3163,Focus,Drama,50100000,153962963,3,Yes,Yes,No,59.634029,6.7,2542,2,2015,105,1
3164,Swelter,Action,0,0,3,Yes,Yes,No,2.214925,4.6,21,4,2014,96,0
3165,Wicked Blood,Action,3500000,0,5,Yes,Yes,No,3.158056,5.3,37,3,2014,92,0
3166,The Water Diviner,Drama,22500000,15520023,2,Yes,Yes,No,22.096286,6.8,431,12,2014,112,0
3167,Danny Collins,Drama,10000000,10835752,2,Yes,Yes,No,16.318608,6.6,183,3,2015,107,0
3168,Paul Blart: Mall Cop 2,Action,38000000,107597242,6,Yes,Yes,No,41.258487,5,567,4,2015,94,1
3169,Little Boy,Drama,20000000,6420319,2,Yes,Yes,No,12.232048,7,185,4,2015,106,0
3170,The Veil,Horror,4000000,0,1,Yes,Yes,No,12.822534,4.5,118,4,2016,93,0
3171,Point Break,Action,105000000,133718711,4,Yes,Yes,No,33.507289,5.5,783,12,2015,114,0
3172,Get Hard,Comedy,40000000,111811453,2,Yes,Yes,No,36.301202,5.9,944,3,2015,100,1
3173,The Intern,Comedy,35000000,194564672,2,Yes,Yes,No,53.114573,7.1,1881,9,2015,121,1
3174,Pixels,Action,88000000,243637091,2,Yes,Yes,No,140.849495,5.6,2513,7,2015,105,1
3175,Goosebumps,Comedy,58000000,158162788,7,Yes,Yes,No,45.351617,6.2,995,8,2015,103,1
3176,Dragon Nest: Warriors' Dawn,Animation,40000000,0,1,Yes,Yes,No,5.057695,6.8,19,5,2014,88,0
3177,The Legend of Tarzan,Action,180000000,356743061,7,Yes,Yes,No,42.741719,5.5,2430,6,2016,109,0
3178,Alvin and the Chipmunks: The Road Chip,Animation,0,233755553,5,Yes,Yes,No,27.867368,5.8,428,12,2015,92,1
3179,Hidden Away,Drama,0,0,3,No,No,Yes,1.233688,7.6,26,10,2014,96,0
3180,The Conjuring 2,Horror,40000000,320170008,7,Yes,Yes,No,68.794673,7,1949,5,2016,134,1
3181,How to Be Single,Comedy,38000000,112343513,3,Yes,Yes,No,46.078371,5.9,1201,1,2016,110,1
3182,Coming Home,Drama,0,0,1,No,No,Yes,6.017273,6.9,49,5,2014,111,0
3183,Taken 3,Action,48000000,325771424,9,Yes,Yes,No,88.844777,6.1,2200,12,2014,109,1
3184,Vaalu,Comedy,0,0,2,No,No,Yes,0.320387,6.7,5,8,2015,155,0
3185,Something Wicked,Thriller,3000000,0,1,Yes,Yes,No,1.968679,4.6,16,4,2014,95,0
3186,Black Mass,Drama,53000000,98837872,7,Yes,Yes,No,46.049902,6.3,1242,9,2015,122,0
3187,Insurgent,Thriller,110000000,295238201,4,Yes,Yes,No,103.718387,6.2,3829,3,2015,119,1
3188,Allegiant,Adventure,110000000,179246868,4,Yes,Yes,No,86.105615,5.9,1998,3,2016,121,0
3189,Automata,Thriller,7000000,0,2,No,Yes,Yes,49.808505,5.6,670,10,2014,110,0
3190,Water & Power,Drama,0,0,0,No,No,No,0.350557,3,1,5,2014,0,0
3191,Room,Drama,6000000,35401758,8,No,Yes,No,66.11334,8.1,2757,10,2015,117,1
3192,The Homesman,Drama,16000000,3442853,3,Yes,Yes,No,20.59148,6.4,258,5,2014,122,0
3193,Ex Machina,Drama,15000000,36869414,4,No,Yes,No,95.130041,7.6,4737,1,2015,108,1
